Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Duplicate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Investigation reason),Custom field (Issue color),Custom field (Operational categorization),Custom field (Organizations),Custom field (Pending reason),Custom field (Product categorization),Custom field (Production Outage Severity),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Root cause),Satisfaction rating,Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story point estimate),Custom field (Urgency),Custom field (Workaround),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Typo in GoGrad 404 page.,HE-969,11961,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144,14/Feb/19 12:15 PM,14/Feb/19 12:47 PM,19/Mar/19 1:06 PM,14/Feb/19 12:47 PM,,0,Frontend,GoGrad.org,ServiceRequest,Typo,,,,,,,,,,,,"https://www.gograd.org/404 

Homeapge.",,5c06aadbb5881d1b2e50d1a6,,,,,,,,,,,,,14/Feb/19 12:14 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144;Screen Shot 2019-02-14 at 10.07.21 AM.png;https://highereducation.atlassian.net/secure/attachment/10302/Screen+Shot+2019-02-14+at+10.07.21+AM.png,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00bif:,he/2c6f6d68-e5c5-4dd9-a04c-0f4b83af17c6,English,,,,,,,,,,,,,2019-02-14 18:15:06.361,"14/Feb/19 12:15 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144;

!Screen Shot 2019-02-14 at 10.07.21 AM.png|thumbnail!",14/Feb/19 12:15 PM;dacosta;This issue requires your attention. [~mcomardo],"14/Feb/19 12:47 PM;jvalencia1;[~qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c2fb2e5a217aa69bce54144]
The typo is fixed!
Thank you for using Jira! :D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nursingschoolhub.com - Missing Images,HE-968,11960,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,14/Feb/19 9:53 AM,14/Feb/19 10:04 AM,19/Mar/19 1:06 PM,14/Feb/19 10:04 AM,,0,Affiliate,ChromeBrowser,FP,Frontend,Image,Mobile,NursingSchoolHub.com,Offshore,SafariBrowser,ServiceRequest,,,,,,"*Mobile : IOS7 - Safari | IOS6 - Chrome* Missing Images
+https://www.nursingschoolhub.com/+
*Picture* https://docs.google.com/document/d/193rX5qx0SzaV8TmE8hcLhxB2kOkLW5m9kQGy6L2jiwc/edit",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bi7:,,English,,,,,,,,,,,,,2019-02-14 15:53:58.928,14/Feb/19 9:53 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Feb/19 10:04 AM;jvalencia1;Images are ok.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestpsychologydegrees.org - Different widget and no directory link logos,HE-967,11959,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,14/Feb/19 8:46 AM,01/Mar/19 7:55 AM,19/Mar/19 1:06 PM,14/Feb/19 9:13 AM,,0,Affiliate,BestPsychologyDegrees.org,ChromeBrowser,DirectoryLinks,DL,Incident,Monetization,Offshore,PC,Widgets,,,,,,"*PC: Chrome* Widget does not lead to our forms 
*PC: Chrome* No available directory link
https://www.bestpsychologydegrees.org/",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bhz:,,English,,,,,,,,,,,,,2019-02-14 14:46:16.28,14/Feb/19 8:46 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Feb/19 9:13 AM;jvalencia1; I'll forward this task to see what could we offer to the affiliate. 
Thank you for reporting.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phdinmanagement.org - Different directory links,HE-966,11958,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,14/Feb/19 8:35 AM,14/Feb/19 8:58 AM,19/Mar/19 1:06 PM,14/Feb/19 8:57 AM,,0,Affiliate,ChromeBrowser,DirectoryLinks,DL,Frontend,Mobile,Offshore,PC,PhdInManagement.org,SafariBrowser,ServiceRequest,Widgets,,,,"*PC: Chrome & Mobile: IOS7 - Safari/Chrome* All except Capella directory links don't lead to our forms
http://www.phdinmanagement.org/",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bhr:,,English,,,,,,,,,,,,,2019-02-14 14:36:01.593,14/Feb/19 8:36 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Feb/19 8:57 AM;jvalencia1;The affiliate is free of putting widgets from Higher Education or not. If an affiliate have widgets from other providor is up to him. 
Thank you for reporting.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
masters-in-human-resources.org - No widget and directory link,HE-965,11957,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,14/Feb/19 8:10 AM,14/Feb/19 8:34 AM,19/Mar/19 1:06 PM,14/Feb/19 8:34 AM,,0,Affiliate,ChromeBrowser,DirectoryLinks,DL,Masters-In-Human-Resources.org,Offshore,PC,QDF,ServiceRequest,Widgets,,,,,,"*PC: Chrome* No widget and directory link available
http://www.masters-in-human-resources.org/",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bhj:,,English,,,,,,,,,,,,,2019-02-14 14:10:30.078,14/Feb/19 8:10 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Feb/19 8:33 AM;jvalencia1;This is an affiliate site, i forward this task to see what can we offer him.
There's not QDF also.
Thank you for reporting.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
besthealthdegrees.com - No directory links,HE-964,11956,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,14/Feb/19 8:05 AM,14/Feb/19 8:32 AM,19/Mar/19 1:06 PM,14/Feb/19 8:27 AM,,0,Affiliate,BestHealthDegrees.com,ChromeBrowser,DirectoryLinks,DL,Frontend,Offshore,PC,ServiceRequest,,,,,,,"*PC: Chrome* No directory links available
https://www.besthealthdegrees.com/",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bhb:,,English,,,,,,,,,,,,,2019-02-14 14:05:26.393,14/Feb/19 8:05 AM;dacosta;This issue requires your attention. [~mcomardo],"14/Feb/19 8:27 AM;jvalencia1;This site belongs to an affiliate. There's not directory links on his page.
Forwarding task. Thank you for reporting.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplify Your Education section broken on BC homepage - https://www.bestcolleges.com/,HE-963,11955,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,jvalencia1,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60,13/Feb/19 3:53 PM,14/Feb/19 10:02 AM,01/Mar/19 10:11 AM,14/Feb/19 10:02 AM,,0,BestColleges.com,CSS,Frontend,ServiceRequest,style,,,,,,,,,,,"Amplify Your Education should look like the image labeled ""correct.""",,5c06aadbb5881d1b2e50d1a6,syncbot,,,,,,,,,,,,13/Feb/19 6:36 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60;correct.png;https://highereducation.atlassian.net/secure/attachment/10301/correct.png,13/Feb/19 3:52 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60;correct.png;https://highereducation.atlassian.net/secure/attachment/10300/correct.png,13/Feb/19 3:52 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60;incorrect.png;https://highereducation.atlassian.net/secure/attachment/10299/incorrect.png,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00bh3:,he/2c6f6d68-e5c5-4dd9-a04c-0f4b83af17c6,English,,,,,,,,,,,,,2019-02-13 21:53:07.733,"13/Feb/19 3:53 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60;

!correct.png|thumbnail!

!incorrect.png|thumbnail!",13/Feb/19 3:53 PM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 4:04 PM;jvalencia1;Hi [~qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60]. Thanks for using Jira.
May you know if the style (as it is) is intended to be like that or have to be changed as it was?

","13/Feb/19 6:36 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c64908ef8bb515c2c453a60;It should go back to the way it was. With the three boxes on top and three boxes below. See attached.

!correct.png|thumbnail!","14/Feb/19 8:46 AM;syncbot;➤ {color:#999999}_Jen G commented:_{color}

This is fixed now!","14/Feb/19 9:54 AM;syncbot;➤ {color:#999999}_jvalencia@highereducation.com commented:_{color}

Thanks Jen G ( https://app.asana.com/0/222991954176861/list ) 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nursingschoolhub.com - Link Error,HE-962,11954,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,13/Feb/19 3:51 PM,13/Feb/19 3:56 PM,19/Mar/19 1:06 PM,13/Feb/19 3:56 PM,,0,404,Affiliate,ChromeBrowser,Frontend,links,Links,Mobile,NursingSchoolHub.com,Offshore,PC,ServiceRequest,,,,,"*PC Chrome / Mobile: OnePlus Chrome* 1 Link Error
+https://www.nursingschoolhub.com/cutting-edge-nursing/+
Picture:
https://docs.google.com/document/d/1TmsVJhaEmgIzqiH7JQyfs8oSSvjJ0bXu3UNxEuNuv3g/edit",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bgv:,,English,,,,,,,,,,,,,2019-02-13 21:51:34.122,13/Feb/19 3:51 PM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 3:56 PM;jvalencia1;Hi there.
It's a broken link from the affiliate, fixing it depends on him.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update Herzing University's page on HackCollege.com,HE-961,11950,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c51df8c7f1b2543d2860538,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c51df8c7f1b2543d2860538,13/Feb/19 11:38 AM,14/Feb/19 4:17 PM,19/Mar/19 1:06 PM,14/Feb/19 4:17 PM,,0,Compliance,Frontend,HackCollege.com,HerzingUniversity,ServiceRequest,WordPress,,,,,,,,,,"The following changes for the page https://www.hackcollege.com/school-finder/schools/georgia/herzing-university-4/ have been requested by Herzing University. Let me know if you have any questions!

Deviation #1: Please update location information to the following:

50 Hurt Plaza SE Suite 400
Atlanta, Georgia 30303

Deviation #2: Please add the following disclaimer:

Herzing University admits students of any race, color, and national or ethnic origin.

Deviation #3: Please remove 'Study abroad'

Deviation #4: Please update the student services to the following:

Remedial services
Academic/career counseling service
Employment services for students
Placement services for completers

Deviation #5: Please update the degrees offered to the following:


One but less than two years certificate
Associate's degree
Bachelor's degree
Master's degree

Deviation #6: Please update the admission information to the following:

Undergraduate Admissions Fall 2017
 	Total	Male	Female
Number of applicants	81	17	64
Percent admitted	86%	76%	89%
Percent admitted who enrolled	46%	46%	46%

Deviation #7: Please update the enrollment to the following:

Fall 2017
Total enrollment	686
Undergraduate enrollment	593
Undergraduate transfer-in enrollment	30
Graduate enrollment	93",,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i00bfz:,he/0945967d-c632-4593-aba1-64e6117d6e5e,English,,,,,,,,,,,,,2019-02-13 17:38:48.597,13/Feb/19 11:38 AM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 2:31 PM;syncbot;➤ {color:#999999}_jvalencia@highereducation.com commented:_{color}

I'm escalating this ticket because changes must be done directly on the DB (as i see on the repo).
Repo: https://github.com/HigherEducation/HackCollege.com-wordpress

Thanks","14/Feb/19 3:01 PM;syncbot;➤ {color:#999999}_Jen G commented:_{color}

Hi: I updated the numbers I was able to update. Would you please reassign back to the originator to check these. We may especially want to point out the enrollment numbers of special populations, particularly for ""African American"", seems a little out of place now.

Thanks!
Jen","14/Feb/19 3:34 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c51df8c7f1b2543d2860538;Hey guys, is it possible to add in the transfer-in enrollment to the list of demographics? The corresponding number is 30. If not I can send it back as is and see if they notice/care.","14/Feb/19 4:03 PM;syncbot;➤ {color:#999999}_Jen G commented:_{color}

Hi Emma Bergeson ( https://app.asana.com/0/1104650288717906/list ): I'm truly sorry but there is not even a field for transfer data in the database. I do not think we are at a point with this site where we can add fields.

Thanks!
Jen","14/Feb/19 4:12 PM;syncbot;➤ {color:#999999}_Emma Bergeson commented:_{color}

Thanks for the update Jen G ( https://app.asana.com/0/222991954176861/list )! 

I think we can mark this complete for now then.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phdprogramsonline.org - Missing Directory Link Logo,HE-960,11949,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,13/Feb/19 10:33 AM,13/Feb/19 10:50 AM,19/Mar/19 1:06 PM,13/Feb/19 10:50 AM,,0,Affiliate,ChromeBrowser,DirectoryLinks,DL,Frontend,Logo,Offshore,PC,PhdProgramsOnilne.org,ServiceRequest,,,,,,"*PC: Chrome* Missing Directory link school logo/image
+http://www.phdprogramsonline.org/+
*Picture* https://docs.google.com/document/d/1ZSe2CeBy9Us4hwNbPQmEc6CLd1hj132eAYbSHSjj6jE/edit",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bfr:,,English,,,,,,,,,,,,,2019-02-13 16:33:51.809,13/Feb/19 10:33 AM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 10:50 AM;jvalencia1;The site has broken images (logos). I'll forward this task.
Thank you for reporting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestmarketingdegrees.org - Directory Link Issue,HE-959,11948,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,13/Feb/19 9:55 AM,13/Feb/19 10:12 AM,19/Mar/19 1:06 PM,13/Feb/19 10:12 AM,,0,Affiliate,BestMarketingDegrees.org,ChromeBrowser,DirectoryLinks,DL,EdgeBrowser,FP,Frontend,ManualPlacement,Offshore,PC,ServiceRequest,Widgets,,,"*PC: Chrome/ Edge* Different School in directory link
+https://www.bestmarketingdegrees.org+
+https://www.bestmarketingdegrees.org/20-best-masters-in-marketing/+
*Picture* https://docs.google.com/document/d/148FpIBP2WXXG-fP-LclSddbP9yaC_1LAqYeDVtrjhw8/edit",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bfj:,,English,,,,,,,,,,,,,2019-02-13 15:55:31.909,13/Feb/19 9:55 AM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 10:12 AM;jvalencia1;These site is from an affiliate and the DL is working fine.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
webdesigndegreecenter.org - Link in a form,HE-958,11947,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,13/Feb/19 8:32 AM,01/Mar/19 7:55 AM,19/Mar/19 1:06 PM,13/Feb/19 12:00 PM,,0,ChromeBrowser,EdgeBrowser,FormApp,forms,Forms,links,Links,Offshore,PC,ServiceRequest,WebDesignSchoolsGuide.com,,,,,"*PC: Chrome/ Edge*
Link in a form _(*Academy of Art University* = Bachelor of Fine Arts - Web Design & New Media)_
+https://www.webdesigndegreecenter.org/+
+https://schools.collegedegrees.com/forms/academy-of-art-university?lead%5Bprogram%5D=15005+
*Picture* https://docs.google.com/document/d/1FzP1Fh1ycJiDZbqQrIuacRgqsSyQI4TOiZ9DmUW_-hk/edit",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bfb:,,English,,,,,,,,,,,,,2019-02-13 14:32:49.509,13/Feb/19 8:32 AM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 11:59 AM;jvalencia1;There's not clickable links in this form anymore.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mastersinnursingonline.com - Missing Directory Link Logo,HE-957,11945,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,jvalencia1,syncbot,syncbot,13/Feb/19 8:07 AM,13/Feb/19 9:24 AM,19/Mar/19 1:06 PM,13/Feb/19 8:23 AM,,0,ChromeBrowser,DirectoryLinks,DL,Frontend,Logo,MastersInNursingOnline.com,Mobile,Offshore,PC,SafariBrowser,ServiceRequest,,,,,"*PC: Chrome & Mobile:SamsungS5-Chrome|IOS7-Safari/Chrome|IOS6 - Safari* Missing Directory Link Image/Logo _(Grand Canyon University)_
+http://mastersinnursingonline.com/+
*Picture* https://docs.google.com/document/d/1sxD5wtSg-6s5V2tPoUO4iyoVuMW6hX6a_Jpv-vV0OHA/edit",,5c06aadbb5881d1b2e50d1a6,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bev:,,English,,,,,,,,,,,,,2019-02-13 14:07:49.326,13/Feb/19 8:07 AM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 8:23 AM;jvalencia1;This is an affiliate site, the task will be forwarded.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form Doesn't have programs (Penn Foster Career School),HE-956,11944,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,13/Feb/19 3:25 AM,18/Feb/19 7:33 AM,28/Feb/19 3:40 PM,18/Feb/19 7:33 AM,,0,FormApp,Incident,Monetization,Penn-Foster,SEL,,,,,,,,,,,"PC: Chrome/ Edge & Mobile: Iphone7 - Safari
(SEL) Form doesn't have programs

https://forms.cmn.com/forms/penn-foster-career-school",,5c06aadbb5881d1b2e50d1a6,dacosta,,,,,,,,,,,,13/Feb/19 3:25 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;cxzsdq.gif;https://highereducation.atlassian.net/secure/attachment/10298/cxzsdq.gif,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,More info required,,,0|i00ben:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,,,,,,,Product Malfunction,,,,,,2019-02-13 09:25:30.282,"13/Feb/19 3:25 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;

!cxzsdq.gif|thumbnail!",13/Feb/19 3:25 AM;dacosta;This issue requires your attention. [~mcomardo],"13/Feb/19 7:17 AM;dacosta;Hello Arnold, Thank you for reporting.

Penn Foster is no longer buying SEL leads, so there will be no programs available on their forms.
Please let us know where you accessed the form, as we are currently replacing all of these manual placements.

Thank you!","13/Feb/19 8:11 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;Hi David,
            I was only checking if EXCL and SEL of given school is working fine using the manual SEL link, but since Penn Foster is no longer buying SEL, I think this is good. Thank You!","15/Feb/19 7:17 AM;dacosta;Hi there, we haven't heard from you in a while. If you would like to keep this request open or if you have additional information, just reply.","15/Feb/19 1:13 PM;jvalencia1;Hi [~qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010], as i see, are we fine if i close this ticket?
Thanks for your attention.

Juan",17/Feb/19 7:11 AM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010;Yeah! Thanks!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mastersinhealthcare.com - Missing Content,HE-955,11943,Service Request,Escalated,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5c58bca14f37f144ac72f010,syncbot,12/Feb/19 7:54 PM,13/Feb/19 12:20 PM,01/Mar/19 10:11 AM,,,0,,,,,,,,,,,,,,,,"*PC: Chrome/ Edge* Content missing again on mainpage
*Proxies* (192.237.163.133 | 209.20.72.247 | 209.20.92.185)
http://www.mastersinhealthcare.com/

┆{color:#707070}Attachments: [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1109198007869733] | [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1109218063096258] | [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1109218063096260] | [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1109218063096262] | [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=1109328539518383]{color}
",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00bef:,,English,,,,,,,,,,,,,2019-02-13 01:54:57.246,12/Feb/19 7:54 PM;dacosta;This issue requires your attention. [~mcomardo],"12/Feb/19 7:54 PM;syncbot;➤ {color:#999999}_Arnold Magallanes commented:_{color}

Hi! tried to check again, content already appeared but the widget is missing..","12/Feb/19 7:55 PM;syncbot;➤ {color:#999999}_Eric Bae commented:_{color}

Homepage should load like the image above, with Widget and Content about MHC programs. Dave@Cafeto ( https://app.asana.com/0/623227981136756/list ). Can you have tech look into it and see whats causing content to cut in and out randomly?","12/Feb/19 7:55 PM;syncbot;➤ {color:#999999}_Sam Sok commented:_{color}

Dave@Cafeto ( https://app.asana.com/0/623227981136756/list ) I also added into Jira here: https://highereducation.atlassian.net/servicedesk/customer/portal/2/HE-953","12/Feb/19 9:04 PM;syncbot;Adding here: original task mastersinhealthcare.com - Missing Content ( https://app.asana.com/0/490940853584621/1109197743272097 )

We are going to have to escalate this issue, it has been reported before, but it fixes itself after a while.
There is definitely something going on here.

Adding other similar old tasks referring to the absence of content: 
✓ mastersinhealthcare.com - No Directory Links ( https://app.asana.com/0/490940853584621/995675872542244 )
✓ mastersinhealthcare.com - Missing contents ( https://app.asana.com/0/490940853584621/1103883218441258 )","13/Feb/19 10:41 AM;dacosta;So the underlying issue is that this site has to be converted to JAMstack. But since it is a low priority site, this probably will take a while.
As of this moment, the site is showing all the content. Matt Scifo will clear the cache to see if this can help.

For now I'm escalating this and adding all the appropriate followers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
